0005;desc="[x25]  SELECT \"PresenterFlexValue_\".\"ReportID\", \"PresenterFlexValue_\".\"ValueId\", \"PresenterFlexValue_\".\"SourceID\", \"PresenterFlexValue_\".\"Name\", \"PresenterFlexValue_\".\"ValueType\", \"PresenterFlexValue_\".\"DataType\", \"PresenterFlexValue_\".\"ValueConfig\", \"PresenterFlexValue_\".\"GlobalParamId\" FROM \"PresenterFlexValue_\" WHERE ((\"PresenterFlexValue_\".\"ReportID\"=44))";dur=810.99
0008;desc="[x19]  SELECT \"PresenterFlexReport_\".\"ReportID\", \"PresenterFlexReport_\".\"Name\", \"PresenterFlexReport_\".\"WorkflowObjectID\", \"PresenterFlexReport_\".\"ReportMetadata\", \"PresenterFlexReport_\".\"xmin\", \"PresenterFlexReport_\".\"Type\", \"PresenterFlexReport_\".\"RDMID\", \"PresenterFlexReport_\".\"TemplateID\", \"PresenterFlexReport_\".\"IsDraft\" FROM \"PresenterFlexReport_\" WHERE ((\"PresenterFlexReport_\".\"ReportID\"=44))";dur=630.77
0034;desc="[x2]  SELECT \"PresenterFlexComponent_\".\"ReportID\", \"PresenterFlexComponent_\".\"ComponentID\", \"PresenterFlexComponent_\".\"SourceID\", \"PresenterFlexComponent_\".\"ValueID\", \"PresenterFlexComponent_\".\"PaletteId\", \"PresenterFlexComponent_\".\"ComponentType\", \"PresenterFlexComponent_\".\"ComponentConfig\", \"PresenterFlexComponent_\".\"ComponentName\" FROM \"PresenterFlexComponent_\" WHERE ((\"PresenterFlexComponent_\".\"ReportID\"=44)) ORDER BY \"PresenterFlexComponent_\".\"ReportID\" ASC, \"PresenterFlexComponent_\".\"ComponentID\" ASC";dur=200.01
0039;desc="[x2]  SELECT \"PresenterFlexComponent_\".\"ReportID\", \"PresenterFlexComponent_\".\"ComponentID\", \"PresenterFlexComponent_\".\"SourceID\", \"PresenterFlexComponent_\".\"ValueID\", \"PresenterFlexComponent_\".\"PaletteId\", \"PresenterFlexComponent_\".\"ComponentType\", \"PresenterFlexComponent_\".\"ComponentConfig\", \"PresenterFlexComponent_\".\"ComponentName\" FROM \"PresenterFlexComponent_\" WHERE ((\"PresenterFlexComponent_\".\"ReportID\"=80)) ORDER BY \"PresenterFlexComponent_\".\"ReportID\" ASC, \"PresenterFlexComponent_\".\"ComponentID\" ASC";dur=138.47
0053;desc="[x2]  SELECT \"PresenterFlexComponent_\".\"ReportID\", \"PresenterFlexComponent_\".\"ComponentID\", \"PresenterFlexComponent_\".\"SourceID\", \"PresenterFlexComponent_\".\"ValueID\", \"PresenterFlexComponent_\".\"PaletteId\", \"PresenterFlexComponent_\".\"ComponentType\", \"PresenterFlexComponent_\".\"ComponentConfig\", \"PresenterFlexComponent_\".\"ComponentName\" FROM \"PresenterFlexComponent_\" WHERE ((\"PresenterFlexComponent_\".\"ReportID\"=46)) ORDER BY \"PresenterFlexComponent_\".\"ReportID\" ASC, \"PresenterFlexComponent_\".\"ComponentID\" ASC";dur=108.89
0066;desc=" SELECT \"PresenterFlexComponent_\".\"ReportID\", \"PresenterFlexComponent_\".\"ComponentID\", \"PresenterFlexComponent_\".\"SourceID\", \"PresenterFlexComponent_\".\"ValueID\", \"PresenterFlexComponent_\".\"PaletteId\", \"PresenterFlexComponent_\".\"ComponentType\", \"PresenterFlexComponent_\".\"ComponentConfig\", \"PresenterFlexComponent_\".\"ComponentName\" FROM \"PresenterFlexComponent_\" WHERE ((\"PresenterFlexComponent_\".\"ReportID\"=39)) ORDER BY \"PresenterFlexComponent_\".\"ReportID\" ASC, \"PresenterFlexComponent_\".\"ComponentID\" ASC";dur=93.04
0074;desc="[x2]  SELECT \"PresenterFlexComponent_\".\"ReportID\", \"PresenterFlexComponent_\".\"ComponentID\", \"PresenterFlexComponent_\".\"SourceID\", \"PresenterFlexComponent_\".\"ValueID\", \"PresenterFlexComponent_\".\"PaletteId\", \"PresenterFlexComponent_\".\"ComponentType\", \"PresenterFlexComponent_\".\"ComponentConfig\", \"PresenterFlexComponent_\".\"ComponentName\" FROM \"PresenterFlexComponent_\" WHERE ((\"PresenterFlexComponent_\".\"ReportID\"=42)) ORDER BY \"PresenterFlexComponent_\".\"ReportID\" ASC, \"PresenterFlexComponent_\".\"ComponentID\" ASC";dur=85.47
0075;desc="[x2]  SELECT \"PresenterFlexComponent_\".\"ReportID\", \"PresenterFlexComponent_\".\"ComponentID\", \"PresenterFlexComponent_\".\"SourceID\", \"PresenterFlexComponent_\".\"ValueID\", \"PresenterFlexComponent_\".\"PaletteId\", \"PresenterFlexComponent_\".\"ComponentType\", \"PresenterFlexComponent_\".\"ComponentConfig\", \"PresenterFlexComponent_\".\"ComponentName\" FROM \"PresenterFlexComponent_\" WHERE ((\"PresenterFlexComponent_\".\"ReportID\"=47)) ORDER BY \"PresenterFlexComponent_\".\"ReportID\" ASC, \"PresenterFlexComponent_\".\"ComponentID\" ASC";dur=79.34
0076;desc="[x2]  SELECT \"PresenterFlexReport_\".\"ReportID\", \"PresenterFlexReport_\".\"Name\", \"PresenterFlexReport_\".\"WorkflowObjectID\", \"PresenterFlexReport_\".\"ReportMetadata\", \"PresenterFlexReport_\".\"xmin\", \"PresenterFlexReport_\".\"Type\", \"PresenterFlexReport_\".\"RDMID\", \"PresenterFlexReport_\".\"TemplateID\", \"PresenterFlexReport_\".\"IsDraft\" FROM \"PresenterFlexReport_\" WHERE ((\"PresenterFlexReport_\".\"ReportID\"=42))";dur=76.80
0077;desc=" SELECT \"PresenterFlexComponent_\".\"ReportID\", \"PresenterFlexComponent_\".\"ComponentID\", \"PresenterFlexComponent_\".\"SourceID\", \"PresenterFlexComponent_\".\"ValueID\", \"PresenterFlexComponent_\".\"PaletteId\", \"PresenterFlexComponent_\".\"ComponentType\", \"PresenterFlexComponent_\".\"ComponentConfig\", \"PresenterFlexComponent_\".\"ComponentName\" FROM \"PresenterFlexComponent_\" WHERE ((\"PresenterFlexComponent_\".\"ReportID\"=38)) ORDER BY \"PresenterFlexComponent_\".\"ReportID\" ASC, \"PresenterFlexComponent_\".\"ComponentID\" ASC";dur=76.61
